title,link,create_time,underlined_count,audio_count
每日积累“背三句”-蜜雪冰城-描述一家企业,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651100258&idx=1&sn=386619019eae0a2890ea483369ac552f&chksm=84918362b3e60a74390eb296afbe95d2186f819d3591ba7b63bd8f3140fd6c1ea31f9adb7dd7#rd,2025-03-17 21:52,0,0
每日积累“背三句”-口语重点话题-谈论自然美景,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651100287&idx=1&sn=9a9b307f0fdb2a7cc9c4f7589affafc3&chksm=8491837fb3e60a6990b73a145a454d1a4f062dd01c5a7108a3975db139d1f61a9f44334dc6ff#rd,2025-03-18 21:45,0,0
每日积累“背三句”-你懂得金钱管理吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099968&idx=1&sn=299f6abe3dbbaf37e19c769fee9f77fa&chksm=84918440b3e60d5602f35521d1a13bda90e3f7e42d6d7f5827c6ce1d79741a57ed86ed66637e#rd,2025-02-24 21:43,0,0
每日积累“背三句”-口语重点话题-新闻,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099880&idx=1&sn=cceb44f960b7570d1da0f1412f6d5298&chksm=849185e8b3e60cfe6b062a54f515bfdf76d65389d008458129081adbe74ad29412ded7ef76fb#rd,2025-02-18 20:33,0,0
每日积累“背三句”-如何让自己睡得更好呢？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099862&idx=1&sn=e610477a6ea80e89d66b0d7e6d308310&chksm=849185d6b3e60cc01ec48095c3a062d7a141c44ab48b09306dd3868073980e5faa9212e9049d#rd,2025-02-17 20:47,0,0
每日积累“背三句”-你上次笑是什么时候？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099690&idx=1&sn=792d86b536d49f705d2ac46ee9c741e3&chksm=8491852ab3e60c3c97ffa7f58a37874236dce53fbd35c58b03a6767837b49b6c7ec01f8362fe#rd,2025-02-07 22:34,0,0
每日积累“背三句”-谈论电影《哪吒2》,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099683&idx=1&sn=a93e0c3139d41fa23de41050a2a14cd7&chksm=84918523b3e60c35ab58421191826982fc7cc87813d341f52ed06c5d6fb556963396503ee4e0#rd,2025-02-06 22:23,0,0
每日积累“背三句”-这几天太冷了......,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099662&idx=1&sn=7396b0430d5075e2b55ac938bc3ad71f&chksm=8491850eb3e60c18d213a65b8659a63d08273f771b77b6bd3c8607bc479e7442e579946e31d2#rd,2025-02-05 21:17,0,0
每日积累“背三句”-你喜欢这样的房子吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099846&idx=1&sn=fb7e749bc265f9dc101b0458265eaf14&chksm=849185c6b3e60cd041c56c3fef183dc34f398eaaaf3f26de46a25897351355dc904372460073#rd,2025-02-16 19:22,0,0
每日积累“背三句”-新年第一期-谈论“假期结束了”......,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099640&idx=1&sn=8562fd0051c1883ab8cb05b4b9fb8b34&chksm=849186f8b3e60feea24db4a202c6c5dc6dc598d044d944ab10bc294113437ac1467743ae207d#rd,2025-02-04 22:14,0,0
每日积累“背三句”-你最喜欢吃什么？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099519&idx=1&sn=2072c4b0bf68aa49f9b2bb2a5713220c&chksm=8491867fb3e60f692c749282e6aecc920b7efff3011a03b9fd821474ff4de5db15df01427563#rd,2025-01-15 20:08,0,0
每日积累“背三句”-a cultural place,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099560&idx=1&sn=3e35d9cc44c1fb7823b57454fb3a89e1&chksm=849186a8b3e60fbe5ba77469f07018cfc51f60d5392e472dd32bf61d2a37ebc7f8d100470af6#rd,2025-01-21 21:04,0,0
每日积累“背三句”-谈论一顿特殊的饭,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099574&idx=1&sn=843303dbc57b4a6fff97784218d4b374&chksm=849186b6b3e60fa0263b32075b48ffcf47621d05b0e8dba414be6fe9f14f9667541ebdc295bc#rd,2025-01-23 21:38,0,0
每日积累“背三句”-你总是坐着吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099567&idx=1&sn=7aa6685683c7b2b17ba3c7a81e6d51b6&chksm=849186afb3e60fb97dfd9025cde405e841f580a869507d6722a18d2376ca7c33d1897d3997de#rd,2025-01-22 22:01,0,0
每日积累“背三句”-公共交通 v. 私人交通,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099513&idx=1&sn=2f0f5f6fb9c73ef5cc689bb1879e1755&chksm=84918679b3e60f6fdc6aff3f337d4d2ce84deea5ec45900b80fe902fdd27110867c1296994c7#rd,2025-01-14 20:29,0,0
每日积累“背三句”-我的奶奶,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099507&idx=1&sn=98c843523c8f260ab4114b67b83cbb6c&chksm=84918673b3e60f650fcc0c2ea4cbeddf755a3ad6e24c75e57f12fa888f37d10434752ae7dd6a#rd,2025-01-13 21:18,0,0
每日积累“背三句”-雅思口语新题-一个乡村中的地方,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099501&idx=1&sn=c8b92c66957004b6eff3361dd4996ddd&chksm=8491866db3e60f7bbb05ec1998025360be3909af4e1f59c9a1d4790be944d87e0aca260ec9a0#rd,2025-01-12 23:36,0,0
每日积累“背三句”-延迟退休,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099337&idx=1&sn=0b83c5c681cb8ecb91acd75f805db3f0&chksm=849187c9b3e60edf34fbaac1d3bc3e2352c0e861eb63337719adc1e54a72f5fa04bdffdc34fb#rd,2025-01-03 06:40,0,0
每日积累“背三句”-新年第一期-口语重点-公园,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099289&idx=1&sn=03be5968a38a4aa648a0f91206e16b9d&chksm=84918799b3e60e8f1ade14ff72de67cfb6b6a9e1dcadd5a63668a5779567f8bbf2f705763c82#rd,2025-01-01 19:41,0,0
每日积累“背三句”-一个新的法律,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099217&idx=1&sn=bd78f496837c54d20903a12dc29a796c&chksm=84918751b3e60e47550556b503321a2c3b115a1d75890e9d76524b82a2602315e92a85db3220#rd,2024-12-26 20:07,0,0
每日积累“背三句”-雅思口语疑似新题-an energetic person,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099361&idx=1&sn=01ef17b9ed6ebe093c01b8c9f02cca93&chksm=849187e1b3e60ef76417cfdc4ee007864c0509a78de7b6706b1ef0d7b3fb41a15dec034ba002#rd,2025-01-05 21:43,0,0
每日积累“背三句”-榜样的力量,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099203&idx=1&sn=7494fc18fde54e6a0ef1643aedaf4dee&chksm=84918743b3e60e55bd48d61dbe0661bdd446b7c957c913fd3fb86c7366c7887fb88593b6548a#rd,2024-12-24 21:40,0,0
每日积累“背三句”-你上次笑是什么时候？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099210&idx=1&sn=54c34289a5b065da3ffd3d4a2c332445&chksm=8491874ab3e60e5c2f9f2c7ed23538117a5164995605554c6e0182c51624c2142e2d0d4fc5a2#rd,2024-12-25 21:51,0,0
每日积累“背三句”-哈尔滨冰雪大世界,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099167&idx=1&sn=730cddef4898fea93ceb75f8ff496ca8&chksm=8491871fb3e60e09f4b8fc5c93d9142f366c47adfb8b7d723400692fc362fb068b320a3d27d1#rd,2024-12-22 16:21,0,0
每日积累“背三句”-口语、写作、生活-退休养老,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099069&idx=1&sn=65b4d97c709b9ca91e277a0bdb387ea8&chksm=849198bdb3e611ab21357e9c6f3d5968ca1982810b7dba8467b04c6a992cb078b5a7214d4025#rd,2024-12-15 13:32,0,0
每日积累“背三句”-小习惯，大帮助,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099187&idx=1&sn=b149609b401cc6c0826f128a43994607&chksm=84918733b3e60e2537b72e9e7c1fdfb33bc5d9fa2d3b4a2fe1e0648b09635abd7a28efe6c36e#rd,2024-12-23 22:36,0,0
每日积累“背三句”-一个拥挤的地方,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099036&idx=1&sn=57a32ac479e5da93223ef71727142d82&chksm=8491989cb3e6118ace8e05ed39a3e943b816cf142228cbfbc5529a243122e957c339b0e509f6#rd,2024-12-12 20:55,0,0
每日积累“背三句”-去澳大利亚旅行！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651099028&idx=1&sn=2920c66240fcc311e73cb604f3f846d5&chksm=84919894b3e6118204e7edbe1744933c2fd1b767db81e3f1cda4981d127c501a68b2a0bc0751#rd,2024-12-11 21:42,0,0
每日积累“背三句”-想送给朋友的礼物,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098941&idx=1&sn=cfbffdc6b83deffdb6b7869b8646e3d8&chksm=8491983db3e6112bb6866ce1ea8d98ebf058e799fafbf5ddd6629b15546c9ddf631c538390c1#rd,2024-12-05 20:26,0,0
每日积累“背三句”-雅思口语难点-谈论一名医护人员,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098916&idx=1&sn=2c78317eebc484e93257e7258be4e9b5&chksm=84919824b3e61132375b469e6773410e9838227054491be05bc7b5556cf3e13f0a1f4f78a272#rd,2024-12-03 21:20,0,0
每日积累“背三句”-小时候喜欢的活动,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098925&idx=1&sn=9863502028e58043b266ed1a5406b8b2&chksm=8491982db3e6113bcd77e0cac2e9a16e970ae37922fdbae3fb915f8888d8559e762f94e88631#rd,2024-12-04 21:48,0,0
每日积累“背三句”-我很爱这张照片！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098901&idx=1&sn=2fc0431d0654b8b2a133379f60ac886b&chksm=84919815b3e611032ba9eae7fdd1732503227aea9153dcf59c69b85faba9c0acb4501490908a#rd,2024-12-02 21:33,0,0
每日积累“背三句”-你最近有交新朋友吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098817&idx=1&sn=962b701fb1f736e4bbfc8fe63ee33e55&chksm=849199c1b3e610d7761daf188c93e198bd8336effdba15a949f40214f8584678b30df5c589a1#rd,2024-11-25 22:08,0,0
每日积累“背三句”-你具备这个能力吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098886&idx=1&sn=c5811b231c812b0ccc58d96437e2d80d&chksm=84919806b3e6111074bcfc06bb5ee24e7b4b351f0400dd8d959aead8454a127ebd30e1241818#rd,2024-12-01 21:25,0,0
每日积累“背三句”-必须要锻炼身体！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098801&idx=1&sn=8cfb853ac142d25adf9b958116fc751a&chksm=849199b1b3e610a7b10e431e8d2279b26348479788f84225742833c6a99836c91b889f58d78f#rd,2024-11-24 14:07,0,0
每日积累“背三句”-perfume（香水）,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098693&idx=1&sn=5db6f5fcdaf5510da0f89155a1d59b87&chksm=84919945b3e610535b4f136f849f8ccbb85ca91bf84f3c34a092649a3e0f5d2b614c73443f11#rd,2024-11-14 22:17,0,0
每日积累“背三句”-口语写作同步提升-电子游戏,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098772&idx=1&sn=e30029094b2d75557521c00af9511a72&chksm=84919994b3e61082f8bf5bb74b55a6fc6ba763f3f6dcbc36d21790f13a27b456a488993021a6#rd,2024-11-21 23:13,0,0
每日积累“背三句”-谈论一部电影,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098685&idx=1&sn=e8e300cede893bbb3f1f789c4bfb4cb4&chksm=8491993db3e6102babd627487b05b622c915fcd0944645c7337a1f496539e435f6c4588ca58f#rd,2024-11-13 20:00,0,0
每日积累“背三句”-一个历史建筑,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098655&idx=1&sn=de307b525f539ef6ab772a6f63909de6&chksm=8491991fb3e61009637256ebeb6808838a2b3138a22c91ea2a4daae735b0d708a1dc7a52339e#rd,2024-11-12 22:43,0,0
每日积累“背三句”-挑战、刺激、难忘经历...,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098566&idx=1&sn=43986c303820146a8e060c278aaa4eef&chksm=84919ac6b3e613d0b6e77a9f0aaafee329b8618a71828e46abd20a18660081d14669793cbf8f#rd,2024-11-05 19:56,0,0
每日积累“背三句”-你对社交媒体上瘾吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098640&idx=1&sn=bcca5312fa312b38d1512bea20810bae&chksm=84919910b3e61006a5a0c104a5e090972225fb0ac4b614dafcffab700f2a64818c897ffcf7e6#rd,2024-11-11 20:26,0,0
每日积累“背三句”-写作口语难点-smoking,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098558&idx=1&sn=a46bd58a8457808f9295243d9bdaef0d&chksm=84919abeb3e613a84cf5f945ec46e272b12ca7149c0be9fae34788377210035626e2a35f2881#rd,2024-11-04 21:37,0,0
每日积累“背三句”-一个拥挤的地方,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098542&idx=1&sn=83220321b90de2b426d0a60203b235c9&chksm=84919aaeb3e613b82f7dcdf3e1b77ecd9fe15af31c6b346b211747605becb7da78f41bbaaa7a#rd,2024-11-03 20:07,0,0
每日积累“背三句”-口语重点-久别重逢！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098309&idx=1&sn=af2a2097c1f8b0ab57702c497743e27a&chksm=84919bc5b3e612d31c90b7e430c49c333207c7f8e48ca8d760bf90134ed142b694dcf598ec80#rd,2024-09-28 18:31,0,0
每日积累“背三句”-重/难点话题-数字/电话号码,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098198&idx=1&sn=1d9c8498788d6cc31313f4ecd61d9ee2&chksm=84919b56b3e61240a3e5d5c28a895b0da84155dfffe894a24a1ecea14c5e1b4b7dc900e0db34#rd,2024-09-18 21:48,0,0
每日积累“背三句”-音乐对我们的影响,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098294&idx=1&sn=7a1df51b72c5f195e7b7fe31b31d2def&chksm=84919bb6b3e612a00c2e08b987556466d3ad326b6feb6e67a9bec179dd35947c4b80abaf592b#rd,2024-09-26 22:19,0,0
每日积累“背三句”-丢东西的经历,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098287&idx=1&sn=dc2d007b7cd09b84a475cbff39a50c0c&chksm=84919bafb3e612b9dea91a06505c2dbf53354305820ccbcce97e72252485a99974796186b737#rd,2024-09-25 21:41,0,0
每日积累“背三句”-挑战、刺激、难忘经历...,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098272&idx=1&sn=581b400b86e1a31d8af89f724c6dba2d&chksm=84919ba0b3e612b651732322eb93048ca8e1734806572e3db23808fc11f52ff691dc4fc51cd9#rd,2024-09-24 22:15,0,0
每日积累“背三句”-朋友,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098050&idx=1&sn=327024fa7a08e5f12c98adcc008611c7&chksm=84919cc2b3e615d459e737c74a1f70a84e19d8ea4b6f31e14978d7f8e2a3c4cdbed215ffb364#rd,2024-09-08 21:26,0,0
每日积累“背三句”-perfume（香水）,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098025&idx=1&sn=a483494c666709571d91bba24c4ee7ba&chksm=84919ca9b3e615bf2971190895323acbadd09be4d99621bbf34b15f9c72ea28dba3ee4fe1bce#rd,2024-09-05 20:35,0,0
每日积累“背三句”-雅思口语疑似新题-laughter,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097996&idx=1&sn=9ef64bc1a0352f5aa8b8b0e54e045192&chksm=84919c8cb3e6159a374353c6318d3010607e720b829a1679cdcdeb245ecef6b8947989249a17#rd,2024-09-03 20:38,0,0
每日积累“背三句”-我想拥有的一辆车,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098003&idx=1&sn=5bc8326c5fbf35eaa582016d4122093c&chksm=84919c93b3e615851028d09eccb74f433eba088c215d50d029146c56e3ee42f0b95877c82215#rd,2024-09-04 20:14,0,0
每日积累“背三句”-这是一次难忘的旅途,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097903&idx=1&sn=1d397b041e588d67e33c53fe26ac0d3d&chksm=84919c2fb3e61539224b5354c9d439b9f51d8430634bbe5ec315ed1bfaab890172f53afca255#rd,2024-08-27 22:07,0,0
每日积累“背三句”-最喜欢的网站,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097882&idx=1&sn=b9b9606a61552376e0648d4a298d4da4&chksm=84919c1ab3e6150cc7960b3cf75b4be72f3bd78af3f83174257d8f219db2f047944c8994898c#rd,2024-08-26 22:25,0,0
每日积累“背三句”-少熬夜，多休息！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097669&idx=1&sn=756dae015187010756b1c17e33ff7da7&chksm=84919d45b3e61453d4488b9f1726283bc3e5b1184b4c1646b4c5c027691d466dbad018a5d5a1#rd,2024-08-14 21:20,0,0
每日积累“背三句”-谈论工作或学习,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097862&idx=1&sn=04673f606551162e8900bae4c9b47a69&chksm=84919c06b3e6151075eb13893859d3e143508b5b422efadf128f50a1fc37baa96553d361cfc3#rd,2024-08-25 19:59,0,0
每日积累“背三句”-雅思口语重点-分享,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097691&idx=1&sn=f30c947537645cc03c0e5e1b8c44dfed&chksm=84919d5bb3e6144d400254b6b567695c34bc22597d725422aabb2bd3917068593be1577b0a39#rd,2024-08-15 20:27,0,0
每日积累“背三句”-本季度雅思口语-一个有坚定看法的人,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651098183&idx=1&sn=a8ae3b851f766e7b6a74bf063cbc8eea&chksm=84919b47b3e6125130b9423c306e02669adef77f2dfe0faca152439c29ecb0a86cc5db17613e#rd,2024-09-17 20:25,0,0
每日积累“背三句”-秋天来了，太开心了！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097662&idx=1&sn=bef7a93a2df911a0edadebc43438ee53&chksm=84919d3eb3e6142848ec463719d1f5f2923e3e44d2c36c15f772ba3480e446bc254064214399#rd,2024-08-13 22:06,0,0
每日积累“背三句”-郑钦文夺冠！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097521&idx=1&sn=e04d1de33b348c0b003ef7cdfc75f4fb&chksm=84919eb1b3e617a72c94287d71c428f16fc8ffef23a49805d4de9c0f5d4a860419b8d4aaf6a8#rd,2024-08-04 22:22,0,0
每日积累“背三句”-谈论一个电影角色-赫敏,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097563&idx=1&sn=70dc3303434192ec6d6d9a52a2b4943c&chksm=84919edbb3e617cda26005024f86b2609208465fa99976e4b7a8cc4c66f1bc484cfefd5f36cc#rd,2024-08-06 22:09,0,0
每日积累“背三句”-我的家/厨房/做饭,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097545&idx=1&sn=7ea1c0a42734e48f9e87aecd94cdafb1&chksm=84919ec9b3e617dfa1b1179c465c237c76be8870c76a7c9b72703deb135d7a50a219532da1e3#rd,2024-08-05 22:10,0,0
每日积累“背三句”-最近好开心啊！,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097583&idx=1&sn=7eb373392e219fc85e75b40de25a42ac&chksm=84919eefb3e617f93eac07804011bb1157c514c575b2de05f652aca68b803ce3fdc11764ed4d#rd,2024-08-07 22:00,0,0
每日积累“背三句”-你会地道地谈论天气/气候吗？,http://mp.weixin.qq.com/s?__biz=MzA3NjQwNzQwNw==&mid=2651097395&idx=1&sn=d01e3fca8233bedc74322c2f151fce55&chksm=84919e33b3e617259ad4ff445987c50a249776044dd2afccc40cc76deafe3cc81913a6f1988f#rd,2024-07-25 20:29,0,0
